"term","estimate","std.error","statistic","p.value"
"(Intercept)",-0.0867676304458641,0.241388290136984,-0.359452525210004,0.71925658715234
"conf",0.171493374178733,0.0739250786038893,2.31982674103927,0.0203502518725982
