"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",-0.634396984585799,0.469916102040094,1.82255887576279,0.177008988448514
"2","human",1.07927191380129,0.370173415599561,8.50063362197664,0.00355022828412999
"3","israel",-1.15778989594735,0.333506997141262,12.0517360149813,0.000517441690633391
"4","logDe",1.4216959977723,0.672213475369261,4.4730015973594,0.0344344489387858
"5","human:israel:neg",-0.836886573860623,0.488228698840407,2.9382354377881,0.0865051863039557
